text,label,prediction
"There is no doubt that the flow of heavy weapons across those borders, in violation of the territorial integrity and sovereignty of Ukraine, has given the separatists the fire power and the confidence to escalate the conflict. [SEP] with the ongoing fighting, the fast-approaching winter season and the current gas shortage in Ukraine,",no_relation,no_relation
"We appeal to all those in a position to influence those responsible for their horrendous acts, in particular to Russia, to, in accordance with its status as a signatory to the Minsk accords and to the joint Berlin declaration of 21 January, as well as a member of the OSCE trilateral contact group, and in exercise of its responsibility of the Security Council, contribute to de-escalate the tensions and compel the rebel groups to renounce violence and accept the peaceful and lawful path to pursue their claims. [SEP] That is what happens when the rule-based system is attacked.",no_relation,no_relation
We have reached such moment. [SEP] Let this tragedy at least serve as a warning to all the parties.,support,no_relation
"Among this, we have heard the usual pattern of Russian denials and misinformation. [SEP] We reiterate our call for the de-escalation of tensions and for restraint on all sides, fully in keeping with the joint statement adopted on 17 April in Geneva by the chief diplomats of Ukraine, Russia, the United States and the European Union.",no_relation,no_relation
"""The bloody murder of dozens of civilians and injuries to almost 100 people by pro-Russian terrorists in Mariupol not only constitute a terrorist attack, they are a crime against humanity, and thus an issue to be considered by the tribunal in The Hague"". [SEP] Russia refuses to grant Ukrainian consular access",no_relation,no_relation
"Russia must withdraw all its support to separatists, remove all its military forces and assets from Ukrainian territory, respect Ukraine's borders, observe its obligations under the Minsk agreements and engage in genuine dialogue with Ukraine. [SEP] there is a clear path towards an end to the violence in eastern Ukraine.",support,no_relation
"Immediately after the February uprising, Kyiv began to call dissenters ""bandits"" and ""terrorists"", and then ""subhumans"" and ""insects"". [SEP] but by sending its special agents to Ukraine to effect diversions and sabotage",no_relation,no_relation
"From the very beginning, the Kyiv authorities have made no secret of the fact that the ceasefire would be used for a realignment of forces and the pursuit of military activities. [SEP] All four tank factories are working three shifts.",support,no_relation
Their lives were cut off in the middle of a crisis on which this very Council has been unable to take action since it began in February. [SEP] We must halt this course of confrontation and work towards de-escalation.,no_relation,no_relation
Instability is frozen. [SEP] They are terrorists and they are called by that name,no_relation,no_relation
"The Mission's monitoring capabilities should be strengthened through increased use of high-technology equipment, including unmanned aerial vehicles, cameras and night-vision equipment. [SEP] Special Monitoring Mission monitors face restrictions on movement and intimidation by the hybrid Russian forces in Donbas in their everyday activities.",support,no_relation
"Lasting solutions must be provided to the affected population, making a priority of the structural issues affecting human rights, in conformity with international norms, the recommendations contained in the report of the Office of the United Nations High Commissioner for Human Rights on the human rights situation in Ukraine, and in the framework of respect for General Assembly resolution 68/262, on Ukraine's sovereignty and territorial integrity. [SEP] The humanitarian situation requires responsibility on the part of the authorities and political actors.",support,no_relation
In the challenging strategic environment that Europe is facing today [SEP] That will only lead to an even greater catastrophe and create another hotbed of tension in Europe.,no_relation,no_relation
"something that the Western media seem not to refer to. [SEP] for some months now, in particular during the period after 21 February",no_relation,no_relation
"A recent Associated Press (AP) report from the rebel-held town of Perevalsk, part of the territory that recently declared independence from Ukraine, revealed the town was ruled by a local warlord who goes by the name of ""batya"" - or ""daddy"". [SEP] It is no wonder that Russia keeps blocking all attempts to expand the OSCE border observer mission to cover more ground.",no_relation,no_relation
"That was either a provocation by the Kyiv Government or just simple stupidity. [SEP] ""We control the border and we will not let Ukrainian border guards return there.",no_relation,no_relation
"Russia and the separatists have once again flouted those commitments. [SEP] we met in the Council and denounced the devastating consequences of attacks by Russian-backed separatists on civilians in eastern Ukraine, and we appealed to Russia to stop supporting, training and fighting alongside separatist forces.",attack,support
Kyiv has cast aside all instruments concerning a political settlement of the internal crisis. [SEP] The road map of the Chairman of the OSCE was rejected.,support,no_relation
"where they have perpetrated killings, abductions, torture, ill treatment and other serious human rights abuses, including the destruction of housing and seizure of property. [SEP] All parties should work together to achieve that goal.",no_relation,no_relation
"In that regard, the holding of legislative elections in the country on 26 October was an important step on the path to political reform, which the Ukrainian Government has committed itself to. [SEP] It is vitally important that the Security Council maintain its close scrutiny of events in Ukraine and the consequent threat to international peace and security.",no_relation,no_relation
The OSCE has also documented the movement of heavy weapons out of designated storage sites and placed in areas off-limits under the Minsk agreements [SEP] because of disputes in other areas of the engagement line.,no_relation,no_relation
A poll. [SEP] It is very clear that every such attempt launched early in the twenty-first century has resulted in terrible destabilization.,no_relation,no_relation
We still observe those troops near our borders. [SEP] It is essential that they be implemented as soon as possible,no_relation,no_relation
"Hundreds of Russian regular forces and special forces continue to operate on Ukrainian territory, in clear violation of Ukraine's sovereignty and territorial integrity. [SEP] Russia has transferred to the separatists hundreds of additional heavy weapons, not just rocket systems but also heavy artillery, tanks and armoured vehicles.",support,support
"Despite their claims, the separatists and the Russian Federation, as their sponsor, continue to commit gross violations of the Minsk agreements. [SEP] Almost every truck had an artillery mount in tow.",support,no_relation
"Sponsored by the Kremlin, the illegal armed separatists, many of whom carry Russian passports, have inflicted heavy damage on the Ukrainian forces and civilian population before and during the ceasefire, using sophisticated weaponry, tanks, multiple rocket launchers and heavy artillery. [SEP] Some 550 square kilometres of land have been captured by the illegal militants since the beginning of the ceasefire.",no_relation,no_relation
"If the criminal misadventures of the Kyiv clique are not swiftly stopped, a catastrophic outcome for Ukraine cannot be averted. [SEP] We have warned of this on many occasions.",support,support
Ukraine is a crucial player in the international order. [SEP] Ukraine made a decisive contribution to nuclear non-proliferation when it decided in 1994 to renounce nuclear weapons.,support,support
"something that the Western media seem not to refer to. [SEP] Yesterday again, intensive fighting was reported in several locations, including north-west of Luhansk, where militants destroyed, with massive artillery fire, and occupied one of the checkpoints of the Ukrainian military.",no_relation,no_relation
"The Russian military has maintained a forward presence in eastern Ukraine since the ceasefire took effect. [SEP] NATO confirmed it had observed columns of Russian equipment - primarily Russian tanks, Russian artillery, Russian air-defence systems and Russian combat troops - entering Ukraine over the past 48 hours.",support,support
"It is obvious that the Ukrainian Government is doing everything possible, under such dramatic circumstances, to respond to the legitimate needs and concerns of the population, to curb corruption and impunity, which had reigned under Yanukovich, to re-establish law and order and the authority of the State and to address the problems the Government inherited from years of neglect and mismanagement. [SEP] Acting Prime Minister Yatseniuk has clearly stated that the Government must respond to people's desire to have more regional authority.",support,no_relation
"The violence continues. [SEP] the fact is that the armed seizure of buildings in six eastern Ukrainian towns yesterday, and several more today,",no_relation,support
"the Russian side and Russian-backed terrorists have persistently and brutally violated the Minsk provisions. [SEP] With Russia's backing, and in breach of the Minsk arrangements, the illegal armed groups have occupied more than 550 square kilometres since September.",support,support
the Ukrainian Government is striving to take forward a programme of democratization and inclusive constitutional and economic reform that aims to correct the long period of misgovernment and corruption that preceded it. [SEP] In the extremely difficult circumstances which now confront it,support,no_relation
Those separatists are not engaged in peaceful protest on behalf of their rights. [SEP] Their rights are not being threatened.,support,support
"Those actions are incompatible with the obligations of the Russian Federation under the Geneva agreement of 17 April and the Berlin declaration of2 June. [SEP] As of 14 July, the total number of groups of Russian armed forces in the areas bordering Ukraine has significantly increased.",support,no_relation
the risk of the re-escalation of tensions still remains. [SEP] Those ongoing ceasefire violations,support,no_relation
"We have consistently stood for developing and improving cooperation between the United Nations and regional and subregional mechanisms on the basis of the Charter of the United Nations, first and foremost Chapter VIII. [SEP] Cooperation between the two organizations is regular and multilateral in nature, covering all dimensions of security, as well as cross- dimensional issues.",support,support
"We believe that it will allow us to immediately resume the ceasefire and to protect civilians from the attacks carried out by the militants in the region in the course of the past four months. [SEP] Thus, inciting such emotions in the Security Council, as if there were going to be such huge attack on Ukraine, does not help the constructive discussions that all here are counselling and that we too endorse.",no_relation,no_relation
The four-party talks in Berlin in the past two weeks showed some promise. [SEP] She is now being held - where?,no_relation,no_relation
"We welcome the discussion among the United States, Ukraine and Russia due to take place on 17 April. [SEP] in order to de-escalate the situation and address the parties' differences.",no_relation,support
"Again, considerable Russian troops are massed on Ukraine's borders. [SEP] President Poroshenko put forth a peace initiative that provided a week for the capitulation of the citizens of Donbas.",no_relation,no_relation
"On mobilization, yes, we are in the process of reforming our army, which was fully destroyed in recent years. [SEP] Because of the facts expressed today - the enlargement ofthe Russian military presence in in Donbas, Ukraine, with thousands of Russian nationals and sophisticated weaponry.",support,no_relation
"could happen at any time [SEP] The deaths of 13 civilians in Volnovakha on 13 January, as well as the shelling of a trolleybus in Donetsk last week, which claimed at least eight civilian victims, were already a source of concern, even as the previous day the Russian, Ukrainian, French and German Foreign Ministers had been able to reach an agreement on the withdrawal of heavy weaponry.",no_relation,no_relation
The Russian news service Tass even tried to erase from official news stories all quotes from Zakharchenko speaking about the separatists' attacks. [SEP] Pro-Russian separatists have seized the Donetsk railway control centre and stopped almost all train movements.,no_relation,no_relation
"The human rights situation gives equal cause for concern [SEP] We should remember, as Ambassador Tagliavini has reminded us, that winter is around the corner and that with increased fighting, coupled with a shortage of gas in Ukraine, a humanitarian disaster is looming.",no_relation,no_relation
"That must stop. [SEP] As a result of the shelling of residential areas in Mariupol, in eastern Ukraine, 30 civilians were killed and more than 100 wounded.",no_relation,no_relation
"since Russian troops ""liberated"" Crimea, the human rights situation in the region has deteriorated dramatically [SEP] Ukraine's population squarely rejected the extreme forces during the recent national elections.",attack,no_relation
